ID,Comments
1316,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
863,"He called and said someone stole his phone last week, but he did not notice until today. He does not want to pay for any calls made during the last week. I switched him to the supervisor after telling him our policy."
1663,Lost his charger and wants to know where he can another ASAP. I suggested local store.
1554,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3703,He expected significantly better Technical Support.
1113,Said his battery never has worked well. Wants a new phone ASAP.
1089,Claims the phone does not work well. If the phone does not work consistently why should he pay consisitently. Good point.
2817,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
1998,Wants to add additional lines for family. Needs more info on rates.
2542,Wanted to know the nearest store location. Wants to buy additional accessories.
2620,Said his battery never has worked well. Wants a new phone ASAP.
1045,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
541,Asked how to disable call waiting. referred him to web site.
3730,Asked about how to change his ring tones. Referred him to web site.
950,Wants to know how to do text messaging. Referred him to web site.
2201,Wants to add another phone. Contacting provisioning.
2056,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
233,The signal on my handset was always weak. Even when I replaced the battery.
205,Really wants the new phone from XVYX which has the PDA built in.
1362,Handset sucked
443,Wants to change rate plans to get family all on same bill. I transferred him to customer care.
2787,Wanted to know the nearest store location. Wants to buy additional accessories.
224,The handset really sucked. I could not hear anything near my house.
1717,Wants to get an additional line working by the end of the week. Forwarded him on to customer care.
2090,Needs help learning how to use the phone. I suggested he go back to the store and have the rep teach him.
3350,Cant get his call forwarding to work. I should him how and how to get a couple of other features to work. I also pointed him to the web site.
154,Wants to know why the rate plan is so hard to figure out. He does not believe his anytime minutes are being subtracted properly. He wanted to speak to the manager ASAP.
229,Wanted to know the nearest store location. Wants to buy additional accessories.
